id,section,type,question,option_1,option_2,option_3,option_4,option_5,option_6,correct_answers,extra_data
216,El Mapa de Capacidades,True/False,¿Todos los servicios del portafolio de servicios de la empresa (del modelo de negocio) se implementan con capacidades de negocio del mapa?,True,False,,,,,"[""True""]",
217,El Mapa de Capacidades,Multi-Select,"Si una capacidad se implementa usando los empleados de otra empresa (tercerización de la capacidad), dicha empresa debe incluirse en:",El modelo de recursos,El modelo organizacional,El modelo de negocio,El modelo estratégico,El modelo ontológico,,"[""El modelo de recursos""]",
218,El Mapa de Capacidades,Multiple Choice,"En la etapa de descubrimiento (discovery) de la construcción del mapa de capacidades, en la aproximación top-down se extrae la información de:",El modelo de intención,Marcos de referencia de industria,El modelo operativo,El modelo de procesos,La arquitectura de TI,,"[""El modelo de intención""]",
219,El Mapa de Capacidades,Multi-Select,"En la etapa de descubrimiento (discovery) de la construcción del mapa de capacidades, en la aproximación bottom-up se extrae la información de cuáles de las siguientes fuentes:",El modelo organizacional,El modelo de procesos,El modelo de recursos,El modelo de negocio,El modelo estratégico,,"[""El modelo organizacional"", ""El modelo de procesos"", ""El modelo de recursos""]",
220,El Mapa de Capacidades,Ordering,"Dentro del proceso de creación del mapa de capacidades, defina el orden en el que se ejecutan sus 5 etapas:",,,,,,,,"{""ordered_items"": [""Descubrimiento (discovery)"", ""Normalización y agrupamiento (clustering)"", ""Estructuración"", ""Documentación y validación"", ""Almacenamiento y modelo de gobierno""]}"
221,El Mapa de Capacidades,Ordering,"Cuando se utiliza el mapa de capacidades como herramienta de transformación, se utiliza una metodología que consta de 5 etapas. Indique el orden en el que esas etapas se deben ejecutar:",,,,,,,,"{""ordered_items"": [""Crear el mapa de capacidades en la situación actual"", ""Definir la situación objetivo de la empresa"", ""Crear el mapa de capacidades en la situación objetivo"", ""Identificar las brechas entre el mapa de capacidades AS-IS y el mapa de capacidades TO-BE"", ""Diseñar las acciones para cerrar las brechas identificadas""]}"
222,El Mapa de Capacidades,Multiple Choice,Una aproximación muy conocida en transformación empresarial se basa en la idea de que toda iniciativa (o proyecto) debe estar enfocada en la implementación o en el fortalecimiento de una o varias capacidades de negocio. Dicha aproximación se denomina:,Capability-Based Planning,PMO-Oriented Transformation,Alineación total (Total Alignment),Incremental Digital Transformation,Reingeniería de procesos,,"[""Capability-Based Planning""]",
223,El Mapa de Capacidades,Multiple Choice,¿Cuál de las siguientes afirmaciones es VERDADERA?,Las capacidades de negocio se pueden invocar entre ellas,Los términos capacidades de negocio y servicios de negocio son sinónimos,Todas las capacidades deben tener asociado al menos un procedimiento como parte de su implementación,Una capacidad puede tener asociados múltiples procedimientos como parte de su implementación,Los procesos internos de una organización no se implementan con capacidades de negocio,,"[""Una capacidad puede tener asociados múltiples procedimientos como parte de su implementación""]",
224,El Mapa de Capacidades,True/False,¿El mapa de capacidades se debe ajustar cada vez que hay una transformación en el modelo de negocio o un cambio de fondo en el modelo estratégico?,True,False,,,,,"[""True""]",
225,El Mapa de Capacidades,True/False,¿Una capacidad de negocio está asociada siempre con un objetivo del modelo estratégico?,True,False,,,,,"[""False""]",
226,El Mapa de Capacidades,Multiple Choice,Las capacidades de negocio se expresan desde el punto de vista de:,La empresa,El cliente,Los arquitectos,Los actores externos,El gobierno,,"[""La empresa""]",
227,El Mapa de Capacidades,Multiple Choice,"En el contexto de una tienda, cuál de las siguientes definitivamente NO es una capacidad de negocio:",Mantener un ambiente laboral adecuado,Vender un producto,Hacer un pedido de productos a un proveedor,Contratar empleados,Pagar el salario de los empleados,,"[""Mantener un ambiente laboral adecuado""]",
228,El Mapa de Capacidades,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor un mapa de capacidades?,,,,,,,"[""""]",
229,El Mapa de Capacidades,Multiple Choice,Las capacidades de negocio se estructuran en un mapa de capacidades para:,Facilitar su uso y administración,Mostrar la estructura de ejecución de las capacidades,Demostrar la completitud del mapa de capacidades,Asociar las capacidades con el modelo estratégico,Asociar las capacidades con el modelo de procesos,,"[""Facilitar su uso y administración""]",
230,El Mapa de Capacidades,Multiple Choice,"Los identificadores que se asignan a las capacidades son una secuencia de valores (por ejemplo, 3.7.2) que sirve para:",Definir la importancia de una capacidad para la empresa,Definir el orden en el que se deben ejecutar las capacidades,Localizar la capacidad en el mapa de capacidades,En realidad no sirve para nada,Las capacidades de negocio no tienen identificadores,,"[""Localizar la capacidad en el mapa de capacidades""]",
231,El Mapa de Capacidades,Multiple Choice,Un mapa de capacidades siempre debe estar estructurado con el siguiente número de paquetes:,5,10,15,20,No existe un valor definido,,"[""No existe un valor definido""]",
232,El Mapa de Capacidades,True/False,¿Todas las capacidades que hacen parte de un paquete se deben ejecutar en secuencia?,True,False,,,,,"[""False""]",
233,El Mapa de Capacidades,Multiple Choice,"En el contexto de un colegio, cuál de las siguientes definitivamente NO es una capacidad de negocio:",Atraer a los mejores estudiantes del país,Matricular un estudiante,Contratar un profesor,Dictar un curso,Pagar el salario de los profesores,,"[""Atraer a los mejores estudiantes del país""]",
234,El Mapa de Capacidades,Multiple Choice,"En el contexto de un banco, cuál de las siguientes definitivamente NO es una capacidad de negocio:",Abrir una cuenta corriente para un cliente,Depositar dinero en la cuenta corriente de un cliente,Entregar dinero a un cliente de su cuenta corriente,"Ser un banco digital, con una operación muy eficiente",Pagar el salario de los empleados del banco,,"[""Ser un banco digital, con una operación muy eficiente""]",
235,El Mapa de Capacidades,Multiple Choice,El mapa de capacidades permite conectar:,El modelo de intención con el modelo operativo,El modelo de negocio con el modelo estratégico,El modelo de negocio con el modelo de indicadores,El modelo estratégico con el modelo organizacional,El modelo de negocio con el modelo de procesos,,"[""El modelo de intención con el modelo operativo""]",
236,El Mapa de Capacidades,Multiple Choice,¿Cuál de las siguientes capacidades está incorrectamente definida?,Validar la calidad de los pedidos recibidos,Recibir una orden de compra de parte de un cliente,Ser un referente de bienestar organizacional,Hacer una entrega a domicilio a un cliente,Hacer y entregar una cotización a un cliente,,"[""Ser un referente de bienestar organizacional""]",
237,El Mapa de Capacidades,Multi-Select,¿Cuáles de los siguientes son tipos de capacidades?,Misional,De funcionamiento,Estratégica,De entrega de valor,De distribución,,"[""Misional"", ""De funcionamiento"", ""Estratégica""]",
238,El Mapa de Capacidades,Multiple Choice,¿Cuál es la relación entre un servicio de negocio y una capacidad de negocio?,Los servicios se implementan con capacidades de negocio.,Las capacidades son servicios de negocio.,Las capacidades se implementan con servicios de negocio.,Las capacidades orquestan los servicios de negocio,Los términos servicio de negocio y capacidad de negocio se pueden considerar sinónimos,,"[""Los servicios se implementan con capacidades de negocio.""]",
239,El Mapa de Capacidades,Multi-Select,¿Cuáles de las siguientes capacidades están incorrectamente definidas?,Atender alegre y eficazmente a los clientes,Crear el cliente en el CRM,"Recibir, validar y pagar un pedido",Recibir el pago por una compra,Hacer el aseo de la tienda,,"[""Atender alegre y eficazmente a los clientes"", ""Crear el cliente en el CRM""]",
240,El Mapa de Capacidades,Multiple Choice,¿Cuál es el orden correcto para construir un mapa de capacidades?,"Descubrir, normalizar, estructurar, documentar y almacenar","Descubrir, estructurar, normalizar, documentar y almacenar","Descubrir, normalizar, estructurar, almacenar y documentar","Descubrir, estructurar, normalizar, almacenar y documentar","Descubrir, estructurar, documentar y almacenar",,"[""Descubrir, normalizar, estructurar, documentar y almacenar""]",
241,El Mapa de Capacidades,Multiple Choice,Una habilidad que tiene o debe tener el negocio para poder llevar a cabo su intención es:,Una capacidad de negocio,Una capacidad misional,Un proceso de negocio,Un servicio de negocio,Una capacidad estratégica,,"[""Una capacidad de negocio""]",
242,El Mapa de Capacidades,Multi-Select,¿Cuáles de las siguientes capacidades están incorrectamente definidas?,Pagar una factura a un proveedor,Tener personal altamente capacitado,Tener un enfoque ágil e innovador,Gestionar el clima organizacional,Contratar un empleado nuevo,,"[""Tener personal altamente capacitado"", ""Tener un enfoque ágil e innovador"", ""Gestionar el clima organizacional""]",
243,El Mapa de Capacidades,Multiple Choice,¿Cuál de las siguientes NO es una característica de una capacidad?,Es temporal,Es una acción concreta,Es independiente de su implementación,Es independiente de las demás capacidades,Es independiente de la tecnología que se use en su implementación,,"[""Es temporal""]",
244,El Mapa de Capacidades,Fill in the Blanks,Una capacidad que está planeada para que genere valor a la empresa en un futuro se denomina una capacidad,,,,,,,"[""estratégica"", ""estrategica""]",
245,El Mapa de Capacidades,Multiple Choice,"Cuando se parte del modelo de intención para encontrar las capacidades de negocio, ¿qué aproximación se está utilizando?",Top-down,Bottom-up,Top-up,Bottom-down,In-the-middle,,"[""Top-down""]",
246,El Mapa de Capacidades,True/False,¿Los servicios internos se implementan con capacidades de negocio?,True,False,,,,,"[""True""]",
247,El Mapa de Capacidades,Fill in the Blanks,Un,,,,,,,"[""flujo de valor""]",
248,El Mapa de Capacidades,Multiple Choice,Un servicio de negocio tiene:,Exactamente un flujo de valor,1 o más flujos de valor,0 o más flujos de valor,Máximo 5 flujos de valor,Entre 3 y 7 flujos de valor,,"[""1 o más flujos de valor""]",
249,El Mapa de Capacidades,True/False,¿Es posible que un flujo de valor esté conformado por una sola capacidad de negocio?,True,False,,,,,"[""True""]",
250,El Mapa de Capacidades,True/False,¿Los servicios internos tienen asociados flujos de valor?,True,False,,,,,"[""True""]",
251,El Mapa de Capacidades,True/False,"¿Los términos ""flujo de valor"" y ""rutina"" son sinónimos en una arquitectura de negocio?",True,False,,,,,"[""False""]",
252,El Mapa de Capacidades,Multiple Choice,¿Qué es un flujo de valor?,"Una secuencia de capacidades de negocio, que en bloque buscan un objetivo específico",Lo mismo que un paquete del mapa de capacidades,Lo mismo que un subpaquete del mapa de capacidades,"Una parte del catálogo de capacidades, ordenadas alfabéticamente",Lo mismo que un escenario de negocio (del modelo de negocio),,"[""Una secuencia de capacidades de negocio, que en bloque buscan un objetivo específico""]",
253,El Mapa de Capacidades,Multi-Select,¿Cuáles de las siguientes frases son verdaderas?,"Una capacidad es una acción, no un objetivo",Una capacidad es neutra con respecto a su logro,Una capacidad corresponde a una secuencia de tareas,Una capacidad debe hacer referencia a su implementación,Una capacidad es equivalente a un servicio interno de la empresa,,"[""Una capacidad es una acción, no un objetivo"", ""Una capacidad es neutra con respecto a su logro""]",
254,El Mapa de Capacidades,Multi-Select,¿Cuáles de las siguientes frases son FALSAS?,Una capacidad se expresa desde el punto de vista del cliente,Una capacidad debe hacer referencia a la tecnología que la soporta,Una capacidad siempre se debe expresar en singular,En una misma capacidad se pueden incluir varias acciones cuando estas se pueden ejecutar como una sola unidad,Las capacidades son independientes entre sí,,"[""Una capacidad se expresa desde el punto de vista del cliente"", ""Una capacidad debe hacer referencia a la tecnología que la soporta"", ""Una capacidad siempre se debe expresar en singular""]",
255,El Modelo Operativo,Multi-Select,Indique los modelos que hacen parte del modelo operativo de una arquitectura de negocio,El modelo organizacional,El modelo de procesos,El modelo de recursos,El mapa de capacidades,El modelo estratégico,,"[""El modelo organizacional"", ""El modelo de procesos"", ""El modelo de recursos""]",
256,El Modelo Operativo,Multi-Select,¿Cuáles de las siguientes frases son verdaderas?,Los procesos de negocio orquestan secuencias de capacidades para implementar los servicio de negocio,Un servicio de negocio tiene asociados uno o más procesos de negocio que indican cómo se usa el servicio por parte de los actores,Todas las capacidades de negocio se deben implementar sobre el modelo operativo,Las capacidades estratégicas no se implementan sobre el modelo operativo,Una capacidad de negocio no puede hacer parte de más de un proceso de negocio,,"[""Los procesos de negocio orquestan secuencias de capacidades para implementar los servicio de negocio"", ""Un servicio de negocio tiene asociados uno o más procesos de negocio que indican cómo se usa el servicio por parte de los actores"", ""Todas las capacidades de negocio se deben implementar sobre el modelo operativo""]",
257,El Modelo Operativo,Matching,Asocie los términos con sus definiciones:,,,,,,,,"{""matching_pairs"": [{""premise"": ""Es un proceso que está especificado de una manera precisa, usando un lenguaje como BPMN (Business Process Model and Notation)"", ""response"": ""Proceso formal""}, {""premise"": ""Es un proceso que está documentado en lenguaje natural, utilizando posiblemente tablas en Word o Excel."", ""response"": ""Proceso informal""}, {""premise"": ""Es un proceso que no tiene ninguna documentación, pero que los empleados de una empresa aprenden a seguir como parte de su entrenamiento"", ""response"": ""Rutina""}]}"
258,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes frases es FALSA?,Los procedimientos son procesos,Los procedimientos describen la manera de implementar una capacidad individual,Los procedimientos hacen parte del modelo de procesos,La implementación de toda capacidad debe estar definida con al menos un procedimiento,Los procesos internos hacen parte del modelo de procesos de una empresa,,"[""La implementación de toda capacidad debe estar definida con al menos un procedimiento""]",
259,El Modelo Operativo,True/False,¿Los procedimientos se pueden expresar en BPMN?,True,False,,,,,"[""True""]",
260,El Modelo Operativo,Multi-Select,¿Cuáles de las siguientes afirmaciones son VERDADERAS?,Todo servicio de negocio tiene asociado un conjunto de procesos de negocio,Un proceso de negocio define la manera en que la empresa va a componer sus capacidades para crear y entregar el valor prometido al cliente,"Los procesos de negocio en ningún caso son rutinas, sino procesos formales",Todas las capacidades de negocio deben hacer parte de algún proceso de negocio,Los procesos internos no se implementan con capacidades de negocio,,"[""Todo servicio de negocio tiene asociado un conjunto de procesos de negocio"", ""Un proceso de negocio define la manera en que la empresa va a componer sus capacidades para crear y entregar el valor prometido al cliente""]",
261,El Modelo Operativo,Fill in the Blanks,"El modelo organizacional está compuesto por unidades organizacionales, las cuales pueden ser unidades de",,,,,,,"[""negocio"", ""soporte"", ""negocio"", ""soporte""]",
262,El Modelo Operativo,Multiple Choice,"En BPMN, para el siguiente gateway, es cierto que:","Después de Actividad-1 se ejecutan en secuencia Actividad-2, Actividad-3 y Actividad-4","Después de Actividad-1 se ejecutan en paralelo Actividad-2, Actividad-3 y Actividad-4","Después de Actividad-1 se ejecuta Actividad-2, Actividad-3 o Actividad-4, dependiendo de la que sea verdadera",Después de Actividad-1 se bloquea el proceso hasta que llegue un evento intermedio,Ninguna de las anteriores,,"[""Después de Actividad-1 se ejecutan en paralelo Actividad-2, Actividad-3 y Actividad-4""]",
263,El Modelo Operativo,Multiple Choice,"En BPMN, para el siguiente gateway, es cierto que:","Tan pronto terminen las actividades Actividad-2, Actividad-3 y Actividad-4 se ejecuta la Actividad-5","Tan pronto termine alguna de las actividades Actividad-2, Actividad-3 y Actividad-4 se ejecuta la Actividad-5","En paralelo con las actividades Actividad-2, Actividad-3 y Actividad-4 se ejecuta la Actividad-5",Ese gateway no pertenece a BPMN,Nunca se ejecuta la Actividad-5,,"[""Tan pronto terminen las actividades Actividad-2, Actividad-3 y Actividad-4 se ejecuta la Actividad-5""]",
264,El Modelo Operativo,Multiple Choice,"En BPMN, para el siguiente gateway, es cierto que:","La Actividad-5 se ejecuta 3 veces: una después de que termina Actividad-2, una después de que termina Actividad-3 y una después de que termina Actividad-4","La Actividad-5 se ejecuta una sola vez, después de que han terminado Actividad-2, Actividad-3 y Actividad-4.","La Actividad-5 se ejecuta en paralelo con las actividades Actividad-2, Actividad-3 y Actividad-4",La Actividad-5 nunca se ejecuta (está mal hecho el diagrama en BPMN),"La Actividad-2 se ejecuta antes de la Actividad-3, y la Actividad-3 se ejecuta antes de la Actividad-4",,"[""La Actividad-5 se ejecuta 3 veces: una después de que termina Actividad-2, una después de que termina Actividad-3 y una después de que termina Actividad-4""]",
265,El Modelo Operativo,True/False,¿En BPMN cada pool corresponde siempre a un proceso distinto?,True,False,,,,,"[""False""]",
266,El Modelo Operativo,True/False,¿En un proceso de negocio hay actividades que se implementan con capacidades de negocio y otras que ejecutan los clientes?,True,False,,,,,"[""True""]",
267,El Modelo Operativo,Multiple Choice,"En BPMN, para el siguiente evento de inicio, es cierto que:","Para iniciar la ejecución de Actividad-1 se requiere una información llamada ""solicitud"", que puede venir de otro pool","Para iniciar la ejecución de Actividad-1 se debe cumplir una regla de negocio llamada ""solicitud""","Es incorrecto conectar de esa forma un evento de inicio y una actividad, porque debe estar en otro pool",La Actividad-1 se ejecuta independiente del evento de inicio,"La Actividad-1 se ejecuta después de la actividad llamada ""solicitud""",,"[""Para iniciar la ejecución de Actividad-1 se requiere una información llamada \""solicitud\"", que puede venir de otro pool""]",
268,El Modelo Operativo,Fill in the Blanks,"En el modelo organizacional, las tareas o actividades que un empleado debe ejecutar para la empresa se denominan",,,,,,,"[""funciones""]",
269,El Modelo Operativo,Multi-Select,¿Cuáles de los siguientes elementos hacen parte del modelo de recursos?,Tecnologías de información,Insumos,Infraestructura,Proveedores externos de servicios,Recursos financieros,,"[""Tecnologías de información"", ""Insumos"", ""Infraestructura"", ""Proveedores externos de servicios""]",
270,El Modelo Operativo,Fill in the Blanks,Un,,,,,,,"[""proceso""]",
271,El Modelo Operativo,True/False,"En BPMN, los siguientes diagramas son equivalentes?",True,False,,,,,"[""True""]",
272,El Modelo Operativo,Multiple Choice,"¿Cuál de los siguientes metamodelos representa mejor la relación que existe entre servicios de negocio, procesos de negocio y capacidades de negocio?",,,,,,,"[""""]",
273,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor la relación que existe entre capacidades de negocio y procedimientos?,,,,,,,"[""""]",
274,El Modelo Operativo,Multiple Choice,"¿Cuál de los siguientes metamodelos representa mejor la relación entre funciones internas (llamados también servicios internos), procesos internos y capacidades de negocio?",,,,,,,"[""""]",
275,El Modelo Operativo,True/False,"¿""Proceso interno"" y ""Procedimiento"" son sinónimos?",True,False,,,,,"[""False""]",
276,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes frases es VERDADERA?,El modelo operativo es el responsable de implementar las capacidades de negocio,El modelo operativo hace parte del modelo de negocio,El modelo operativo hace parte del modelo de procesos,El mapa de capacidades es el responsable de implementar el modelo operativo,El modelo operativo es el conjunto de funciones que siguen los empleados de una empresa,,"[""El modelo operativo es el responsable de implementar las capacidades de negocio""]",
277,El Modelo Operativo,True/False,¿En la implementación de todas las capacidades de negocio debe participar al menos un empleado de la empresa?,True,False,,,,,"[""False""]",
278,El Modelo Operativo,Multi-Select,¿Cuáles de los siguientes elementos hacen parte del modelo de procesos de una empresa?,Procesos de negocio,Procesos internos,Procedimientos,Rutinas,Motores de procesos,,"[""Procesos de negocio"", ""Procesos internos"", ""Procedimientos""]",
279,El Modelo Operativo,True/False,"Los términos ""Procedimiento"" y ""Rutina"" se pueden considerar sinónimos?",True,False,,,,,"[""False""]",
280,El Modelo Operativo,Fill in the Blanks,Una,,,,,,,"[""rutina""]",
281,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes afirmaciones es FALSA?,Los procesos de negocio orquestan las capacidades de negocio para implementar los servicios de negocio,Los procesos internos orquestan las capacidades de negocio para implementar los servicios internos,Un servicio de negocio puede ser implementado por múltiples procesos de negocio,Los procedimientos orquestan las capacidades de negocio para implementar las rutinas de la empresa,Los servicios internos son implementados por las unidades organizacionales de apoyo de una empresa,,"[""Los procedimientos orquestan las capacidades de negocio para implementar las rutinas de la empresa""]",
282,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor la relación entre un proceso de negocio y las capacidades de negocio que orquesta?,,,,,,,"[""""]",
283,El Modelo Operativo,Multi-Select,¿Cuáles de las siguientes afirmaciones son FALSAS?,Los procesos de negocio orquestan los procesos internos de la organización,Los procesos internos son un subconjunto de los procesos de negocio de una organización,Por cada proceso de negocio hay 3 procesos internos en una organización,Los procesos de negocio se utilizan para implementar los servicios de negocio de una organización,Los procesos de negocio orquestan capacidades de negocio,,"[""Los procesos de negocio orquestan los procesos internos de la organización"", ""Los procesos internos son un subconjunto de los procesos de negocio de una organización"", ""Por cada proceso de negocio hay 3 procesos internos en una organización""]",
284,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos es correcto?,,,,,,,"[""""]",
285,El Modelo Operativo,Multiple Choice,¿Cuándo debería haber un procedimiento asociado con una capacidad?,Cuando la ejecución de la capacidad requiere un alto nivel de uniformidad.,Cuando la ejecución de la capacidad requiere la participación de muchas personas.,Cuando la ejecución de la capacidad requiere un alto nivel de conocimiento.,Cuando la ejecución de la capacidad requiere el uso de muchos recursos.,Cuando la ejecución de la capacidad es muy frecuente,,"[""Cuando la ejecución de la capacidad requiere un alto nivel de uniformidad.""]",
286,El Modelo Operativo,Multiple Choice,"Si se contrata un proveedor externo de servicios para implementar una capacidad de negocio, éste debe aparecer en:",El modelo de recursos,El modelo organizacional,El modelo de negocio,El modelo de procesos,La estructura organizacional,,"[""El modelo de recursos""]",
287,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes frases es verdadera?,Los procesos de negocio materializan los flujos de valor,Los procesos de negocio generan los flujos de valor,Los procesos de negocio obstaculizan los flujos de valor,Los procesos de negocio son lo mismo que los flujos de valor,No existe ninguna relación entre los procesos de negocio y los flujos de valor,,"[""Los procesos de negocio materializan los flujos de valor""]",
288,El Modelo Operativo,True/False,"En una empresa, los procesos de negocio pueden o no estar documentados",True,False,,,,,"[""True""]",
289,El Modelo Operativo,Multiple Choice,"En BPMN, si se desea que un grupo de actividades se ejecute en paralelo para luego esperar a que todas éstas terminen antes de continuar con el proceso, ¿qué tipo de compuertas (gateways) se debería usar?","Split: AND, join: AND","Split: AND, join: XOR","Split: XOR, join: AND","Split: XOR, join: XOR","Split: OR, join: OR",,"[""Split: AND, join: AND""]",
290,El Modelo Operativo,True/False,¿Todas las actividades de un proceso interno tienen asociado al menos un procedimiento?,True,False,,,,,"[""False""]",
291,El Modelo Operativo,Multiple Choice,¿Qué ocurre cuando una capacidad no tiene ningún procedimiento asociado?,Los responsables pueden ejecutarla como deseen.,Los responsables deben seguir un proceso interno,Los responsables deben pedir instrucciones cada vez que van a ejecutarla,Los responsables deben informar inmediatamente a su superior jerárquico,Eso no puede ocurrir si el mapa de capacidades quedó bien construido.,,"[""Los responsables pueden ejecutarla como deseen.""]",
292,El Modelo Operativo,Multiple Choice,¿Qué es un procedimiento?,El detalle operativo de cómo se debe implementar una capacidad.,Una manera de documentar un proceso de negocio.,Una manera de documentar una actividad de un proceso de negocio.,Una actividad de la unidad de auditoría de la empresa.,La descripción de la forma de implementar un servicio interno.,,"[""El detalle operativo de cómo se debe implementar una capacidad.""]",
293,El Modelo Operativo,True/False,¿Todas las capacidades misionales deben hacer parte de algún flujo de valor asociado con un servicio de negocio?,True,False,,,,,"[""True""]",
294,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes afirmaciones es correcta en relación con la implementación de capacidades de negocio?,Un procedimiento describe el orden y las tareas que deben ejecutarse para implementar una capacidad.,El responsable de implementar una capacidad siempre es una unidad completa de la organización.,Los responsables de implementar una capacidad no forman parte del modelo organizacional de la empresa.,Los procedimientos siempre son necesarios para la implementación de una capacidad.,Todas las capacidades requieren para su implementación al menos un recurso.,,"[""Un procedimiento describe el orden y las tareas que deben ejecutarse para implementar una capacidad.""]",
295,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes afirmaciones es FALSA?,Los procesos de negocio también se denominan procesos misionales,Una capacidad puede tener asociados cero o más procedimientos,Los procesos misionales orquestan capacidades de negocio,Los procesos internos orquestan capacidades de negocio,Hay exactamente un proceso misional por cada servicio de negocio,,"[""Hay exactamente un proceso misional por cada servicio de negocio""]",
296,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes afirmaciones es verdadera?,Una capacidad de negocio no puede ser compartida por dos servicios de negocio distintos,Un servicio de negocio debe tener asociado al menos un flujo de valor,Existe un proceso misional por cada flujo de valor,Un flujo de valor no puede ser compartido por dos servicios de negocio distintos,En toda empresa hay más procesos misionales que procesos internos,,"[""Un servicio de negocio debe tener asociado al menos un flujo de valor""]",
297,El Modelo Operativo,Multiple Choice,¿Cuál de las siguientes afirmaciones es FALSA?,Una misma capacidad puede participar en múltiples flujos,Puede haber flujos con una sola capacidad,Un servicio de negocio tiene asociados múltiples flujos de valor,Un flujo de valor es una secuencia de capacidades que se ejecutan en orden,Los flujos de valor solo pueden incluir capacidades misionales,,"[""Los flujos de valor solo pueden incluir capacidades misionales""]",
298,El Modelo Operativo,Multiple Choice,"Para el siguiente metamodelo:

qué conceptos deben ser C1, C2, C3 y C4 para que sea correcto?","C1=Servicio de negocio, C2=Flujo de valor, C3=Capacidad de negocio, C4=Procedimiento","C1=Servicio de negocio, C2=Proceso misional, C3=Capacidad de negocio, C4=Flujo de valor","C1=Flujo de valor, C2=Proceso misional, C3=Capacidad de negocio, C4=Rutina","C1=Flujo de valor, C2=Capacidad de negocio, C3=Capacidad misional, C4=Procedimiento","C1=Servicio de negocio, C2=Flujo de valor, C3=Capacidad de negocio, C4=Estrategia",,"[""C1=Servicio de negocio, C2=Flujo de valor, C3=Capacidad de negocio, C4=Procedimiento""]",
299,El Modelo Operativo,Multiple Choice,"Para el siguiente metamodelo:

que conceptos deben ser C1, C2 y C3 para que sea correcto?","C1=Proceso misional, C2=Proceso interno, C3=Procedimiento","C1=Proceso formal, C2=Proceso informal, C3=Rutina","C1=Modelo organizacional, C2=Modelo de recursos, C3=Mapa de capacidades","C1=Subproceso, C2=Actividad, C3=Procedimiento","C1=Cadena de valor, C2=Macroproceso, C3=Subproceso",,"[""C1=Proceso misional, C2=Proceso interno, C3=Procedimiento""]",
300,El Modelo Operativo,Fill in the Blanks,Cada una de las capacidades misionales se implementa sobre el modelo,,,,,,,"[""operativo""]",
301,El Modelo Operativo,Multiple Choice,"Para el siguiente metamodelo:

qué conceptos deben ser C1, C2 y C3 para que sea correcto?","C1=Proceso misional, C2=Proceso interno, C3=Capacidad de negocio","C1=Proceso formal, C2=Proceso informal, C3=Procedimiento","C1=Proceso formal, C2=Proceso informal, C3=Rutina","C1=Proceso misional, C2=Proceso interno, C3=Estrategia","C1=Cadena de valor, C2=Macroproceso, C3=Subproceso",,"[""C1=Proceso misional, C2=Proceso interno, C3=Capacidad de negocio""]",
302,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor la relación que existe entre procesos misionales y capacidades de negocio?,,,,,,,"[""""]",
303,El Modelo Operativo,Multiple Choice,"Para el siguiente metamodelo:

qué conceptos deben ser C1, C2 y C3 para que sea correcto?","C1=Eslabón, C2=Macroproceso, C3=Proceso misional","C1=Flujo de valor, C2=Canal, C3=Objeto de negocio","C1=Flujo de valor, C2=Proceso misional, C3=Rutina","C1=Capacidad de negocio, C2=Flujo de valor, C3=Procedimiento","C1=Paquete, C2=Subpaquete, C3=Capacidad de negocio",,"[""C1=Eslabón, C2=Macroproceso, C3=Proceso misional""]",
304,El Modelo Operativo,Multiple Choice,Un macroproceso es:,"Un conjunto de procesos (misionales o internos) que, en conjunto, logran un objetivo",Un proceso muy grande (más de 20 actividades),Una secuencia de procesos de negocio,El metamodelo de un proceso de negocio,Un proceso de negocio representado a muy alto nivel,,"[""Un conjunto de procesos (misionales o internos) que, en conjunto, logran un objetivo""]",
305,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor la relación entre macroprocesos y procesos misionales?,,,,,,,"[""""]",
306,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos expresa mejor la estructura de un proceso misional?,,,,,,,"[""""]",
307,El Modelo Operativo,Multiple Choice,¿Cuál de los siguientes metamodelos representa mejor la estructura de un procedimiento?,,,,,,,"[""""]",
308,El Modelo Operativo,Multiple Choice,Dentro de un macroproceso:,Todos los procesos son independientes,Todos los procesos se ejecutan de manera secuencial,Todos los procesos se ejecutan de manera paralela,Todos los procesos siguen la misma línea de tiempo,Todos los procesos tienen un orden definido entre ellos,,"[""Todos los procesos son independientes""]",
309,El Modelo de Indicadores,Multi-Select,¿Cuáles de los siguientes elementos hacen parte del modelo de indicadores?,Indicadores estratégicos y tácticos,Indicadores operativos,Indicadores externos,Indicadores de avance,Indicadores de ejecución,,"[""Indicadores estratégicos y tácticos"", ""Indicadores operativos"", ""Indicadores externos""]",
